Time_ms,GyroX_degps,GyroY_degps,GyroZ_degps,AccelX_g,AccelY_g,AccelZ_g,MagX_uT,MagY_uT,MagZ_uT,Temp_C
1318,-1.64,-0.34,-1.95,60.059,36.621,1019.043,-23.55,-11.25,-31.80,16.72
1333,0.68,-0.95,-2.37,172.852,0.488,1109.375,-23.70,-8.70,-31.65,16.77
1343,-1.43,-1.61,-1.41,136.230,0.488,913.574,-24.75,-11.25,-31.50,16.82
1353,-0.34,0.17,-2.53,17.578,9.766,1101.563,-25.50,-11.25,-33.00,16.96
1363,-0.82,0.44,-2.60,135.254,42.480,1016.113,-24.30,-12.90,-31.80,16.77
1373,-2.13,-0.63,0.69,163.086,20.996,1019.531,-24.30,-12.90,-31.80,16.82
1383,-1.71,2.60,-1.24,-14.160,82.031,954.590,-22.95,-10.65,-30.90,16.91
1393,-0.37,-1.36,0.98,120.117,34.180,1047.852,-22.35,-10.95,-29.55,16.72
1405,-1.54,-0.47,-1.79,161.621,28.320,1014.648,-22.80,-10.95,-29.10,16.72
1415,1.08,3.08,0.36,-9.277,48.340,965.820,-21.30,-11.25,-27.30,16.43
1425,-1.61,0.45,-0.18,127.930,11.719,1117.188,-21.30,-11.25,-27.30,17.01
1435,1.53,3.91,0.66,227.051,44.434,973.145,-20.55,-11.25,-27.30,16.77
1444,0.07,1.40,-0.07,71.777,16.113,1073.242,-18.90,-10.95,-26.85,16.91
1454,-0.73,-1.48,-2.90,99.121,52.246,1106.934,-18.90,-10.95,-26.85,16.48
1464,0.07,-0.17,0.04,341.309,70.801,1062.500,-18.75,-9.90,-28.65,16.58
1476,-0.18,-2.51,-3.63,-31.738,14.648,1066.406,-21.30,-10.50,-29.10,16.48
1486,1.26,-0.70,-0.71,190.918,-18.555,996.582,-22.35,-10.50,-30.75,16.72
1496,-2.19,-0.73,-8.32,208.496,1.465,979.492,-22.95,-10.35,-32.40,16.77
1506,-0.23,-0.03,-2.07,0.000,107.910,1157.715,-22.95,-10.35,-32.40,16.72
1516,1.24,-2.87,2.56,335.937,-60.059,862.305,-24.90,-9.45,-32.40,16.82
1526,1.74,1.08,-4.94,-14.648,12.695,1200.195,-26.25,-10.95,-32.55,16.77
1536,-0.66,-0.09,-3.19,257.324,104.980,968.262,-26.25,-10.95,-32.55,16.58
1548,2.22,0.33,-5.51,97.168,50.293,992.676,-24.90,-11.55,-30.45,16.77
1558,1.03,-1.39,-0.56,111.328,44.922,1246.582,-22.65,-10.35,-29.70,17.01
1568,3.66,0.85,-0.60,188.477,-99.609,676.758,-21.90,-11.10,-29.40,16.77
1578,1.99,2.37,-4.66,-2.441,-91.309,1265.625,-20.70,-12.30,-28.65,16.77
1588,1.79,1.19,-0.89,253.418,-33.691,526.367,-20.70,-12.30,-28.65,16.91
1598,-0.54,-1.18,2.46,201.172,-78.125,1385.254,-18.75,-9.15,-27.90,16.77
1608,1.79,-1.26,-1.71,204.102,46.387,663.086,-20.10,-10.95,-28.05,16.96
1620,2.05,-0.40,-5.44,112.305,10.254,1480.469,-21.60,-10.50,-30.75,16.91
1630,2.96,0.28,-3.50,158.691,25.879,541.504,-22.95,-9.90,-32.40,16.91
1640,0.61,-0.32,-3.45,41.504,65.430,1346.680,-24.75,-10.50,-33.00,16.62
1650,-2.72,0.07,-2.07,172.363,81.543,645.020,-26.40,-10.65,-33.90,16.91
1660,0.74,-1.33,-0.82,157.227,-0.977,1347.656,-25.65,-11.10,-32.70,16.91
1670,-0.43,1.33,-5.44,246.094,49.316,717.773,-25.65,-11.10,-32.70,16.96
1680,0.69,0.54,-3.13,157.715,-24.414,1354.004,-22.20,-10.65,-28.20,16.77
1692,-1.19,0.08,-3.16,169.434,109.863,657.227,-21.00,-11.55,-28.65,17.01
1702,-0.03,-4.37,-0.76,223.145,-123.535,1098.633,-18.90,-11.70,-27.30,16.82
1712,-1.06,0.97,-0.99,211.426,78.125,829.102,-18.60,-10.05,-29.55,16.91
1722,-0.15,-2.72,-0.88,128.906,-52.246,865.234,-18.60,-10.05,-29.55,16.62
1732,0.98,1.34,-2.67,137.207,-8.301,1110.352,-21.90,-9.15,-31.65,16.77
1742,-0.72,-2.28,-2.79,144.043,71.289,927.246,-23.55,-8.10,-33.75,17.01
1752,0.29,-3.22,-5.35,325.684,-99.609,993.164,-23.55,-8.10,-33.75,16.72
1764,-2.09,0.69,-3.10,279.297,-22.461,871.582,-24.15,-10.35,-31.20,16.82
1774,-0.67,-1.58,-3.78,68.359,102.051,959.473,-23.40,-10.35,-29.70,16.96
1784,-2.18,-4.46,-2.15,183.105,-73.730,1091.309,-19.65,-11.25,-28.35,17.01
1794,-1.20,-2.63,-4.66,238.770,104.980,919.922,-19.65,-11.25,-28.35,16.82
1804,0.06,-2.51,-6.92,84.961,-72.266,959.473,-19.95,-10.35,-29.40,16.72
1814,0.12,-2.10,-3.73,55.176,8.301,1121.094,-22.35,-9.75,-31.80,16.82
1824,-0.95,-0.99,-6.73,195.312,-24.902,1123.047,-22.35,-9.75,-31.80,17.15
1849,-1.11,2.73,-5.35,195.801,-92.285,1123.047,-25.35,-10.65,-31.95,16.91
1858,0.89,-2.15,2.96,145.996,-269.531,1011.230,-24.30,-12.45,-30.75,16.72
1868,-1.92,-1.42,-6.42,215.820,-65.430,804.199,-20.85,-11.70,-28.80,16.91
1878,-3.66,-1.57,-3.56,244.629,-77.148,1352.539,-20.85,-11.70,-28.80,17.01
1888,-0.86,1.31,-5.36,280.273,43.945,1153.320,-18.75,-9.90,-28.65,17.15
1898,2.04,0.21,-6.08,143.066,-54.688,925.781,-21.45,-9.90,-31.65,17.10
1910,-3.27,-1.87,-4.25,180.664,-30.762,1377.441,-23.70,-10.35,-34.20,16.96
1920,-2.59,-0.53,-3.34,187.500,34.668,930.176,-26.10,-10.35,-33.90,17.10
1930,-0.53,0.32,-5.62,184.570,49.805,1163.574,-26.10,-10.35,-33.90,16.82
1940,2.20,2.36,-7.10,225.098,-146.973,860.352,-22.80,-10.05,-29.55,16.91
1950,-1.76,-3.95,-7.04,204.590,42.969,848.633,-20.85,-11.25,-28.80,16.96
1960,-3.46,0.95,-4.79,211.426,46.875,1164.063,-20.85,-11.25,-28.80,17.15
1970,-0.56,0.01,-4.53,165.039,72.754,873.047,-20.10,-10.50,-31.05,16.91
1982,-1.93,0.06,-5.89,180.176,51.758,1267.578,-23.40,-8.25,-33.45,17.01
1992,-1.18,2.46,-11.13,67.871,53.223,778.809,-26.10,-7.95,-34.20,16.96
2002,-0.46,-0.54,-7.69,378.906,-17.578,844.727,-23.70,-9.45,-33.15,17.10
2012,-2.12,1.62,-9.90,220.703,45.898,1319.336,-23.70,-9.45,-33.15,16.82
2022,-0.39,0.43,-9.24,155.273,81.543,1104.492,-19.20,-9.90,-27.90,16.82
2032,1.59,-1.42,-6.04,233.398,-83.984,948.242,-18.90,-8.55,-29.55,16.91
2042,0.98,0.87,-9.52,111.816,4.883,1019.531,-18.90,-8.55,-29.55,17.10
2054,-2.33,2.06,-6.72,154.785,13.672,1153.809,-24.60,-9.90,-33.90,16.91
2064,-2.27,-0.04,-8.21,266.113,-89.844,1015.137,-23.25,-9.75,-30.30,16.91
2074,-2.40,-0.87,-8.31,270.020,30.762,881.836,-18.60,-10.50,-28.35,16.91
2084,0.79,-2.49,-4.89,113.281,-28.320,1161.621,-18.60,-10.50,-28.35,16.96
2094,0.72,-0.64,-9.77,281.250,-240.723,1023.437,-19.50,-9.45,-31.65,16.77
2104,-3.17,2.29,-9.68,195.312,-226.074,996.582,-24.00,-10.05,-33.75,17.01
2116,1.37,0.32,-8.58,25.391,15.625,1254.395,-23.40,-10.35,-33.45,16.77
2126,1.93,0.37,-8.56,216.797,30.762,963.379,-22.05,-10.05,-30.30,17.01
2136,1.44,0.95,-11.94,310.547,-121.582,1028.809,-18.45,-10.35,-28.65,17.10
2146,2.54,1.79,-7.08,-56.152,-6.348,1078.125,-16.80,-7.95,-28.65,17.25
2156,0.70,1.18,-10.65,228.516,-60.059,1133.301,-22.20,-8.25,-31.20,16.77
2166,-0.18,3.27,-13.43,284.180,134.766,1006.836,-22.20,-8.25,-31.20,16.91
2176,0.81,-0.03,-11.69,19.531,-24.414,1183.105,-24.00,-10.50,-31.80,16.82
2188,-0.21,0.88,-9.87,211.426,15.137,795.410,-19.35,-11.70,-28.80,17.10
2198,1.09,3.77,-10.50,197.266,-194.336,867.676,-17.85,-8.85,-28.05,16.91
2208,-0.27,1.66,-12.11,221.191,-125.977,1167.969,-19.35,-8.85,-30.30,17.15
2218,0.69,-1.27,-12.57,363.770,-124.023,1039.063,-19.35,-8.85,-30.30,17.15
2228,0.73,0.34,-14.68,115.234,-140.625,1301.270,-24.60,-10.35,-32.70,16.82
2238,-1.71,-2.21,-10.27,166.992,-91.797,848.633,-20.85,-10.50,-28.80,17.25
2248,-4.15,0.61,-14.34,228.027,-41.504,879.883,-20.85,-10.50,-28.80,17.01
2260,0.50,4.17,-18.89,56.641,94.727,893.555,-19.65,-8.85,-29.85,16.91
2270,-0.72,2.85,-13.05,320.312,154.297,770.020,-21.90,-8.25,-32.70,17.01
2280,0.98,-3.60,-14.86,200.195,4.883,1342.773,-24.00,-11.25,-33.00,17.01
2290,1.45,-3.16,-17.76,284.668,-77.637,1300.293,-20.55,-11.25,-28.35,17.25
2300,0.26,-4.22,-13.36,67.383,94.238,1148.926,-20.55,-11.25,-28.35,17.15
2310,0.67,-1.49,-9.79,147.949,15.625,1014.160,-18.00,-8.70,-30.45,17.01
2320,4.80,1.12,-18.73,277.344,-98.633,1397.949,-22.20,-7.95,-32.70,17.15
