Time_ms,GyroX_degps,GyroY_degps,GyroZ_degps,AccelX_g,AccelY_g,AccelZ_g,MagX_uT,MagY_uT,MagZ_uT,Temp_C
1357,-1.24,0.25,-0.53,227.539,-10.742,1025.879,-24.75,-11.70,-31.05,18.35
1372,-3.27,0.91,-5.23,34.668,266.602,1254.883,-22.80,-12.90,-27.60,18.01
1382,0.47,0.40,-1.74,167.969,122.559,1142.090,-20.10,-12.45,-27.30,18.40
1392,-0.52,-0.43,-1.20,227.539,-23.437,1003.418,-18.45,-12.75,-27.90,18.21
1402,1.89,1.05,-0.05,99.609,14.648,885.742,-18.45,-12.75,-27.90,18.21
1411,1.21,-1.80,-1.44,180.176,24.902,1079.102,-22.20,-11.85,-30.90,18.49
1421,-0.46,1.35,-1.71,247.070,-8.301,891.113,-24.15,-11.55,-31.65,18.16
1431,-0.71,-2.87,-0.66,207.031,-57.617,1084.961,-25.05,-11.70,-31.50,18.21
1443,-0.27,-1.05,-2.30,210.449,37.598,923.828,-22.35,-12.90,-29.55,18.30
1453,0.28,-2.53,-0.44,164.062,136.719,1109.375,-18.60,-12.90,-25.35,18.30
1463,1.40,1.27,-0.91,116.211,-33.691,1142.578,-18.60,-12.15,-28.05,18.49
1473,1.87,-1.73,1.95,114.258,-40.527,1105.957,-18.60,-12.15,-28.05,18.35
1483,-2.56,0.59,-0.95,133.301,95.703,1076.172,-25.80,-11.25,-33.30,18.35
1493,0.98,-0.43,-1.52,240.234,69.824,914.551,-26.40,-13.05,-31.95,18.40
1503,2.88,1.79,3.11,227.539,-85.938,966.797,-22.80,-13.05,-31.95,18.16
1515,-0.86,0.21,-1.13,227.051,-28.320,964.844,-20.70,-14.25,-27.15,18.21
1525,-1.05,-1.08,-0.82,224.121,-79.590,1058.594,-20.70,-14.25,-27.15,18.01
1535,-1.44,1.86,-2.96,290.039,-4.395,1123.535,-20.85,-11.25,-28.80,18.30
1545,-0.40,-2.11,0.75,71.289,-62.012,1077.637,-23.40,-11.85,-33.15,18.40
1555,-2.00,1.63,-1.62,90.820,83.008,870.605,-24.60,-13.05,-30.90,18.30
1565,-3.32,0.53,1.58,157.227,87.402,899.414,-22.65,-13.05,-30.90,18.35
1574,0.15,0.92,-2.79,199.707,74.219,942.383,-22.65,-13.05,-30.90,18.21
1586,0.27,-1.15,-2.97,90.820,-59.570,956.055,-19.35,-12.90,-26.85,18.30
1596,-4.10,4.73,-1.27,17.090,10.254,1043.457,-19.50,-12.75,-28.65,18.21
1606,0.53,2.00,1.07,291.016,-43.945,1117.188,-19.50,-12.75,-28.65,18.40
1616,-2.44,3.56,2.41,135.254,-19.043,1120.605,-25.05,-12.45,-30.30,18.49
1626,-0.15,4.56,-1.57,195.801,36.621,882.812,-23.25,-13.20,-28.80,18.49
1636,-1.21,4.79,-3.73,400.391,-7.324,912.109,-20.55,-14.85,-26.10,18.21
1646,0.81,4.01,-0.21,62.012,101.074,992.676,-18.00,-12.75,-27.15,18.54
1658,1.00,-6.08,-2.84,82.520,-314.453,1866.211,-18.00,-12.75,-27.15,18.40
1668,-2.97,1.63,5.05,311.035,-157.227,1413.086,-23.70,-11.55,-31.65,18.49
1678,1.10,-0.80,0.48,116.699,-36.133,1059.082,-24.00,-13.65,-29.85,18.21
1688,0.95,-3.47,-0.28,226.562,-68.848,865.234,-20.85,-14.85,-26.10,18.49
1698,1.56,-4.35,-1.24,203.613,37.109,877.441,-17.25,-12.75,-25.20,18.40
1708,4.75,1.42,-1.92,217.285,-25.879,810.059,-17.25,-12.75,-25.20,18.49
1718,9.12,0.20,4.32,239.746,-168.457,867.676,-23.55,-12.15,-31.80,18.49
1730,2.65,3.50,0.89,113.281,96.680,968.262,-25.05,-12.90,-31.05,18.49
1740,-1.41,1.06,-0.29,333.008,-193.359,836.426,-25.05,-12.90,-31.05,18.54
1750,-1.69,0.81,-0.32,181.641,10.742,817.871,-18.45,-11.85,-24.45,18.40
1760,-2.01,1.55,-1.15,271.484,-32.227,1250.488,-19.50,-12.30,-27.90,18.16
1770,-0.92,2.37,-1.95,192.871,-95.215,1132.813,-23.40,-10.65,-31.20,18.49
1780,-5.05,-0.26,-1.60,171.875,145.996,1021.484,-24.75,-13.20,-30.30,18.35
1790,1.83,-1.42,0.31,546.387,116.211,788.086,-24.75,-13.20,-30.30,18.40
1802,-4.01,-2.27,-2.50,166.992,-3.906,1065.430,-18.45,-11.85,-24.90,18.49
1812,-5.65,-5.91,-4.31,239.746,118.652,923.340,-20.85,-12.45,-28.80,18.49
1822,-0.04,-3.21,-3.95,115.234,84.473,759.766,-24.60,-10.35,-30.45,18.35
1832,0.56,-4.78,-4.65,64.941,208.496,1322.754,-22.95,-12.75,-29.70,18.16
1842,1.73,-0.55,-2.56,288.086,40.527,1039.551,-22.95,-12.75,-29.70,18.35
1852,2.83,0.86,-3.14,41.992,-127.441,779.297,-18.90,-10.05,-25.35,18.49
1864,-2.31,3.90,-2.95,246.094,6.836,893.555,-21.90,-10.65,-30.15,18.73
1886,-0.15,3.06,-4.76,238.770,-71.289,605.957,-18.45,-12.75,-25.95,18.54
1895,0.07,-1.44,1.13,154.785,-109.863,1804.688,-18.60,-11.25,-29.10,18.49
1905,-4.02,-0.03,-2.64,332.031,-120.117,944.824,-23.55,-11.70,-30.75,18.49
1915,-0.58,1.10,-3.66,122.070,82.520,1057.129,-23.55,-11.70,-30.75,18.54
1925,-0.06,-0.96,-4.18,280.762,162.109,895.508,-19.20,-12.75,-24.90,18.30
1935,3.43,1.02,-5.86,170.410,-46.387,804.687,-18.00,-10.65,-27.15,18.21
1948,-0.52,-4.65,-4.15,87.891,25.879,1445.801,-22.95,-9.90,-31.20,18.49
1958,-1.41,0.87,-5.79,58.105,-25.879,1399.902,-24.30,-11.25,-28.80,18.40
1968,-3.60,1.35,-6.59,191.406,28.320,805.176,-24.30,-11.25,-28.80,17.97
1978,-1.85,0.03,-4.03,210.937,-24.902,1139.648,-18.00,-10.35,-25.20,18.49
1988,-4.30,-3.27,-9.76,102.539,-103.027,1056.641,-23.40,-10.65,-30.45,18.59
1998,-1.44,2.98,-4.77,175.781,117.188,1246.582,-23.40,-10.65,-30.45,18.54
2008,-2.96,-0.67,-9.26,137.207,-96.680,1340.820,-20.10,-13.20,-24.30,18.40
2020,-0.19,1.76,-5.11,12.695,77.637,886.230,-18.60,-10.05,-25.35,18.35
2030,0.90,-2.46,-4.29,265.625,55.664,699.707,-24.60,-10.35,-30.45,18.49
2040,1.51,2.06,-4.76,175.293,24.902,899.414,-22.95,-11.55,-29.70,18.49
2050,0.86,-5.49,-6.66,327.148,-49.805,1095.215,-22.95,-11.55,-29.70,18.16
2060,-0.11,-2.82,-6.74,315.918,-192.383,922.852,-18.60,-10.95,-26.55,18.49
2070,-2.05,-3.94,-2.44,48.828,171.387,1479.492,-24.75,-10.05,-31.05,18.59
2082,2.56,-0.57,-6.39,195.312,-95.215,1269.531,-22.65,-12.75,-28.20,18.59
2092,3.48,2.02,-2.41,125.488,49.316,511.719,-18.45,-11.85,-25.20,18.68
2102,-0.34,0.73,-4.43,241.211,-58.105,1127.441,-18.45,-11.85,-25.20,18.21
2112,6.87,-2.08,-3.45,222.168,52.734,758.301,-22.35,-10.95,-31.50,18.35
2122,1.02,3.92,-6.68,295.410,-93.262,909.668,-20.10,-13.20,-26.55,18.21
2132,2.44,1.11,-6.27,-5.859,2.441,1008.301,-20.10,-13.20,-26.55,18.16
2142,0.43,-1.81,-2.99,38.574,-229.980,1312.500,-22.65,-9.90,-28.65,18.54
2154,-2.83,0.53,-5.47,161.621,-14.648,892.090,-22.80,-11.25,-27.30,18.35
2164,-7.47,-4.21,-6.60,257.812,-39.551,1007.812,-18.00,-12.30,-24.90,18.40
2174,-8.17,-4.77,-6.08,41.992,7.324,1878.906,-18.75,-10.35,-27.90,18.73
2184,-4.58,-2.52,-9.78,87.891,260.254,1378.418,-18.75,-10.35,-27.90,18.49
2194,0.09,-2.59,-8.13,264.648,82.031,848.145,-20.10,-12.90,-25.80,18.40
2204,8.52,-5.63,-6.24,240.234,-70.801,820.312,-19.20,-10.35,-25.65,18.54
2214,12.31,-5.22,-9.09,251.953,-114.258,991.211,-21.45,-10.35,-29.40,18.54
2226,13.12,-4.68,-8.60,254.395,-287.109,774.414,-23.25,-12.90,-28.05,18.30
2236,3.49,-1.91,-10.45,-69.336,-5.859,1184.570,-19.65,-9.75,-28.80,18.21
2246,-5.20,5.02,-9.18,25.391,10.254,725.098,-24.00,-12.90,-29.85,18.49
2256,-12.68,4.89,-11.40,45.410,-15.625,674.805,-21.45,-14.70,-24.90,18.68
2266,-8.95,-0.08,-9.71,414.062,-381.836,748.047,-19.65,-11.25,-26.85,18.49
2276,-15.36,-1.85,-9.64,294.922,-203.125,1404.297,-22.65,-11.55,-30.90,18.68
2286,-12.15,5.79,-15.73,-143.555,383.789,1288.574,-20.85,-13.65,-26.10,18.30
2298,6.56,1.96,-12.97,194.336,-297.363,595.215,-18.45,-11.55,-26.70,18.40
2308,7.20,3.75,-18.06,62.012,-131.348,1759.766,-18.45,-11.55,-26.70,18.54
2318,6.47,2.37,-12.29,151.855,-697.266,1598.145,-22.05,-14.10,-28.35,18.40
2328,-1.20,0.36,-16.58,128.906,-433.105,1010.254,-18.90,-12.15,-25.80,18.49
2338,-9.75,-1.27,-16.98,-150.879,-421.387,1713.379,-22.20,-11.85,-30.15,18.49
2348,-4.37,-1.38,-18.80,242.187,-141.602,863.770,-22.65,-13.05,-29.70,18.68
2358,-7.02,-3.19,-19.11,235.352,-6.348,828.613,-22.65,-13.05,-29.70,18.40
2370,-1.81,-3.19,-20.09,213.867,-312.988,950.195,-22.05,-10.95,-29.85,18.83
2380,0.44,-2.53,-21.21,7.324,-194.336,1079.102,-24.00,-13.65,-31.05,18.73
2390,3.66,-3.90,-25.08,-41.504,-67.871,1250.488,-18.60,-12.45,-26.10,18.54
2406,-4.08,-3.61,-22.86,-44.434,-104.004,1078.125,-22.20,-10.35,-29.40,18.83
2415,-2.53,-0.98,-26.62,92.773,18.555,499.512,-22.20,-10.35,-29.40,18.59
2425,-6.05,-1.23,-26.64,180.176,-137.207,790.527,-21.00,-9.45,-30.15,18.49
2435,-1.24,-0.21,-22.45,304.199,-253.418,514.648,-21.00,-9.45,-30.15,18.68
2447,0.14,2.92,-21.89,-176.758,88.867,952.148,-18.75,-12.30,-25.20,18.73
2457,6.78,-1.29,-18.44,614.258,-141.602,591.309,-21.45,-9.45,-30.90,18.68
2467,6.47,1.46,-22.65,-7.812,-121.582,1160.645,-21.00,-11.85,-29.40,18.54
2477,5.69,-1.85,-25.25,587.402,-479.980,730.957,-18.00,-11.10,-25.95,18.30
2487,1.51,0.61,-22.23,-158.691,92.773,901.855,-18.00,-11.10,-25.95,18.49
2497,2.89,-0.67,-21.77,10.742,-210.449,987.793,-21.00,-11.85,-29.70,18.73
2507,5.35,0.85,-27.60,375.000,-268.066,726.074,-17.10,-9.75,-26.10,18.54
2518,1.70,1.33,-23.73,478.027,-352.539,729.980,-22.05,-9.30,-31.05,18.40
2528,-0.40,-2.80,-22.82,59.570,24.414,975.586,-19.95,-11.55,-27.90,18.83
2538,4.22,-1.30,-29.58,136.230,-230.469,1045.410,-19.95,-11.55,-27.90,18.73
2548,3.72,-0.54,-25.36,242.676,-427.734,1127.930,-21.30,-9.30,-29.85,18.16
2558,-2.07,0.27,-26.44,-266.602,15.137,1127.441,-19.65,-12.45,-25.05,18.73
2568,-2.44,4.38,-27.51,-6.348,-203.125,871.582,-19.65,-12.45,-25.05,18.83
2578,2.41,4.75,-28.33,217.285,-161.133,1235.352,-23.55,-10.05,-29.85,18.54
2590,-2.20,3.44,-29.64,-29.785,18.555,1198.242,-18.15,-10.95,-25.80,18.73
2600,1.82,-1.16,-26.32,153.320,-367.676,740.234,-20.55,-6.45,-28.80,18.54
2610,-1.98,-4.02,-33.19,274.414,-400.879,1260.254,-21.45,-10.35,-28.95,18.49
2620,2.08,-6.16,-29.88,1060.059,-574.707,861.328,-21.45,-10.35,-28.95,18.49
2630,-8.60,-14.22,-32.40,474.121,-147.949,187.500,-20.85,-9.75,-29.55,18.54
2640,0.46,-21.56,-32.92,125.488,-493.164,1176.758,-15.75,-7.95,-23.70,18.54
2652,5.08,-13.27,-32.46,475.586,-192.383,963.867,-20.55,-6.15,-28.80,18.40
2662,-3.18,-9.18,-32.68,366.699,422.852,898.926,-19.65,-10.95,-27.30,18.83
2672,9.05,-5.08,-24.32,517.090,181.152,1223.145,-19.65,-10.95,-27.30,18.54
2682,-6.76,2.57,-25.75,-619.629,208.008,1603.516,-22.80,-8.55,-29.55,18.59
